piece_index,arrival_time
3,0.8
5,1.1
6,1.4000000000000001
7,1.7000000000000002
1,2.0000000000000004
8,2.3000000000000007
2,2.600000000000001
0,2.9000000000000012
9,3.2000000000000015
4,3.5000000000000018
