piece_index,arrival_time
8,1.6000000000000003
0,1.9000000000000004
6,2.2000000000000006
9,2.500000000000001
5,2.800000000000001
2,3.1000000000000014
1,3.4000000000000017
3,3.700000000000002
4,4.000000000000002
7,4.300000000000002
