piece_index,arrival_time
6,1.3
4,1.6
1,1.9000000000000001
3,2.2
8,2.5000000000000004
7,2.8000000000000007
0,3.100000000000001
5,3.4000000000000012
2,3.7000000000000015
9,4.000000000000002
