piece_index,arrival_time
2,1.0
7,1.3
0,1.6
3,1.9000000000000001
8,2.2
1,2.5000000000000004
5,2.8000000000000007
4,3.100000000000001
9,3.4000000000000012
6,3.7000000000000015
