piece_index,arrival_time
7,1.0999999999999999
4,1.4
3,1.7
8,2.0
2,2.3000000000000003
5,2.6000000000000005
0,2.900000000000001
1,3.200000000000001
6,3.5000000000000013
9,3.8000000000000016
