peer_id,pieces_downloaded,download_complete_time,is_complete,download_speed
peer1,10,,True,1.0
peer2,10,3.5000000000000018,True,2.5
peer3,10,3.6000000000000014,True,2.5
peer4,10,3.7000000000000015,True,2.5
peer5,10,3.8000000000000016,True,2.5
peer6,10,3.9000000000000017,True,2.5
peer7,10,4.000000000000002,True,2.5
peer8,10,4.100000000000002,True,2.5
peer9,10,4.200000000000002,True,2.5
peer10,10,4.300000000000002,True,2.5
