piece_index,arrival_time
3,1.5000000000000002
2,1.8000000000000003
4,2.1000000000000005
0,2.400000000000001
1,2.700000000000001
9,3.0000000000000013
8,3.3000000000000016
6,3.600000000000002
7,3.900000000000002
5,4.200000000000002
